Beer_Name,ABV,IBU,Style,Ounces,Name.y,City,State
Wagon Box Wheat Beer,0.059,15,American Pale Wheat Ale,12,The Black Tooth Brewing Company,Sheridan, WY
Skilak Scottish Ale,0.058,NA,Scottish Ale,12,Kenai River Brewing Company,Soldotna, AK
Peninsula Brewers Reserve (PBR),0.05,15,American Blonde Ale,12,Kenai River Brewing Company,Soldotna, AK
Sunken Island IPA,0.068,NA,American IPA,12,Kenai River Brewing Company,Soldotna, AK
Skilak Scottish Ale (2011),0.058,NA,Scottish Ale,12,Kenai River Brewing Company,Soldotna, AK
River North White Ale,0.05,NA,Witbier,16,River North Brewery,Denver, CO
River North Ale,0.05,NA,American Amber / Red Ale,16,River North Brewery,Denver, CO
77 Fremont Select Spring Session IPA,0.04,NA,American IPA,12,Fremont Brewing Company,Seattle, WA
Fremont Organic Pale Ale,0.045,NA,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Abominable Ale,0.08,NA,English Strong Ale,12,Fremont Brewing Company,Seattle, WA
Harvest Ale,0.065,35,Saison / Farmhouse Ale,12,Fremont Brewing Company,Seattle, WA
Fremont Summer Ale,0.065,45,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Universale Pale Ale,0.056,30,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Interurban IPA,0.065,80,American IPA,12,Fremont Brewing Company,Seattle, WA
Mo's Gose,0.052,10,Gose,16,Armstrong Brewing Company,South San Francisco, CA
Colorado Native,0.055,26,American Amber / Red Lager,12,AC Golden Brewing Company,Golden, CO
Colorado Native (2011),0.055,26,American Amber / Red Lager,12,AC Golden Brewing Company,Golden, CO
La Frontera Premium IPA,0.078,NA,American IPA,12,Big Bend Brewing Company,Alpine, TX
Tejas Lager,0.047,NA,Czech Pilsener,12,Big Bend Brewing Company,Alpine, TX
Number 22 Porter,0.064,NA,American Porter,12,Big Bend Brewing Company,Alpine, TX
Big Bend Hefeweizen,0.056,NA,Hefeweizen,12,Big Bend Brewing Company,Alpine, TX
Terlingua Gold,0.06,NA,American Blonde Ale,12,Big Bend Brewing Company,Alpine, TX
Descender IPA,0.07,70,American IPA,12,Good Life Brewing Company,Bend, OR
Sweet As Pacific Ale,0.06,18,American Pale Wheat Ale,12,Good Life Brewing Company,Bend, OR
Nut Sack Imperial Brown Ale,0.07,NA,American Brown Ale,12,Engine 15 Brewing,Jacksonville Beach, FL
Pablo Beach Pale Ale,0.05,30,American Pale Ale (APA),12,Green Room Brewing,Jacksonville, FL
Tampa Pale Ale,NA,NA,American Pale Ale (APA),12,Brindle Dog Brewing Company,Tampa Bay, FL
Orange Grove Wheat Ale,NA,NA,American Pale Wheat Ale,12,Brindle Dog Brewing Company,Tampa Bay, FL
Side Kick Kölsch,0.05,NA,Kölsch,12,Peace Tree Brewing Company,Knoxville, IA
RecreationAle,0.047,42,American Pale Ale (APA),12,Terrapin Brewing Company,Athens, GA
Pete's ESP Lager (1998),0.051,NA,American Pale Lager,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (1995),0.047,NA,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Bohemian Pilsner (1997),0.049,NA,Czech Pilsener,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Pale Ale (1997),NA,NA,American Pale Ale (APA),12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (2002),0.047,NA,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (1997),0.047,NA,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (1996),0.047,NA,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
The Hole in Hadrian's Wall,0.095,19,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake, IA
33 Select Brown Ale,0.065,26,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake, IA
Midwest Charm Farmhouse Ale,0.06,29,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake, IA
Boji Blue Pale Ale,0.05,45,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake, IA
Winter Games Select #32 Stout,0.057,26,American Stout,16,Okoboji Brewing Company,Spirit Lake, IA
Boji Beach Golden Rye Ale,0.05,23,Rye Beer,16,Okoboji Brewing Company,Spirit Lake, IA
South Ridge Amber Ale,0.06,31,American Amber / Red Ale,16,Crystal Springs Brewing Company,Boulder, CO
Summertime Ale,0.052,23,Kölsch,16,Crystal Springs Brewing Company,Boulder, CO
Underachiever,0.05,NA,American Adjunct Lager,16,Engine House 9,Tacoma, WA
Big Island Shandy,0.05,NA,Shandy,16,Tonka Beer Company,Minnetonka, MN
Preservation IPA,0.068,NA,American IPA,16,Tonka Beer Company,Minnetonka, MN
Watership Brown Ale,0.072,55,American Brown Ale,12,Red Hare Brewing Company,Marietta, GA
Gangway IPA,0.062,55,American IPA,12,Red Hare Brewing Company,Marietta, GA
Long Day Lager,0.049,NA,Czech Pilsener,12,Red Hare Brewing Company,Marietta, GA
Orange Wheat,0.046,17,Fruit / Vegetable Beer,12,Hangar 24 Craft Brewery,Redlands, CA
Hangar 24 Helles Lager,0.043,14,Munich Helles Lager,12,Hangar 24 Craft Brewery,Redlands, CA
Big Elm IPA,0.07,NA,American IPA,12,Big Elm Brewing,Sheffield, MA
Gerry Dog Stout,0.065,NA,American Stout,12,Big Elm Brewing,Sheffield, MA
413 Farmhouse Ale,0.06,NA,Saison / Farmhouse Ale,12,Big Elm Brewing,Sheffield, MA
Good People Pale Ale,0.056,36,American Pale Ale (APA),12,Good People Brewing Company,Birmingham, AL
Snake Handler Double IPA,0.093,103,American Double / Imperial IPA,12,Good People Brewing Company,Birmingham, AL
Coffee Oatmeal Stout,0.06,54,Oatmeal Stout,12,Good People Brewing Company,Birmingham, AL
Good People IPA,0.06,64,American IPA,12,Good People Brewing Company,Birmingham, AL
Good People American Brown Ale,0.058,36,American Brown Ale,12,Good People Brewing Company,Birmingham, AL
Loose Cannon,0.072,45,American IPA,12,Heavy Seas Beer,Halethorpe, MD
AARGHtoberfest!,0.06,30,Märzen / Oktoberfest,12,Heavy Seas Beer,Halethorpe, MD
Davy Jones Lager,0.06,NA,Cream Ale,12,Heavy Seas Beer,Halethorpe, MD
Face Down Brown Ale,0.057,NA,American Brown Ale,12,Telluride Brewing Company,Telluride, CO
Tempter IPA,0.064,NA,American IPA,12,Telluride Brewing Company,Telluride, CO
Bridal Veil Rye Pale Ale,0.055,NA,American Pale Ale (APA),12,Telluride Brewing Company,Telluride, CO
Rude Parrot IPA,0.059,75,American IPA,16,7 Seas Brewing Company,Gig Harbor, WA
British Pale Ale (2010),0.054,30,English Pale Ale,16,7 Seas Brewing Company,Gig Harbor, WA
British Pale Ale,0.054,30,English Pale Ale,16,7 Seas Brewing Company,Gig Harbor, WA
Ballz Deep Double IPA,0.084,82,American Double / Imperial IPA,16,7 Seas Brewing Company,Gig Harbor, WA
Des Moines IPA,0.068,75,American IPA,16,Confluence Brewing Company,Des Moines, IA
Capital Gold Golden Lager,0.048,22,German Pilsener,16,Confluence Brewing Company,Des Moines, IA
Farmer John's Multi-Grain Ale,0.056,21,American Blonde Ale,16,Confluence Brewing Company,Des Moines, IA
Topcutter India Pale Ale,0.068,70,American IPA,12,Bale Breaker Brewing Company,Yakima, WA
Field 41 Pale Ale,0.044,38,American Pale Ale (APA),12,Bale Breaker Brewing Company,Yakima, WA
Manhattan Gold Lager (1990),NA,NA,American Amber / Red Lager,12,The Manhattan Brewing Company,New York, NY
Mac's Highlander Pale Ale (2000),0.05,NA,American Pale Ale (APA),12,MacTarnahans Brewing Company,Portland, OR
Mac's Scottish Style Amber Ale (2000),0.051,32,American Amber / Red Ale,12,MacTarnahans Brewing Company,Portland, OR
Wisco Disco,0.051,31,American Amber / Red Ale,16,Stillmank Beer Company,Green Bay, WI
Long Hammer IPA,0.065,44,American IPA,16,Redhook Brewery,Woodinville, WA
Long Hammer IPA,0.065,44,American IPA,12,Redhook Brewery,Woodinville, WA
Copper Hook (2011),0.058,27,American Amber / Red Ale,12,Redhook Brewery,Woodinville, WA
Dock Street Amber Beer (1992),NA,NA,American Amber / Red Ale,12,Dock Street Brewery,Philadelphia, PA
Toxic Sludge,0.07,NA,American Black Ale,16,Blue Point Brewing Company,Patchogue, NY
Blue Point White IPA,0.06,40,American White IPA,12,Blue Point Brewing Company,Patchogue, NY
Blue Point Summer Ale,0.044,16,American Blonde Ale,12,Blue Point Brewing Company,Patchogue, NY
Toasted Lager,0.055,28,Vienna Lager,12,Blue Point Brewing Company,Patchogue, NY
Loafin Bräu,0.055,NA,Altbier,16,Tampa Bay Brewing Company,Tampa, FL
Old Elephant Foot IPA,0.07,80,American IPA,16,Tampa Bay Brewing Company,Tampa, FL
Deadicated Amber,0.054,27,American Amber / Red Ale,16,Devil's Canyon Brewery,Belmont, CA
Kaleidoscope Collaboration 2012,NA,NA,American Black Ale,16,Devil's Canyon Brewery,Belmont, CA
California Sunshine Rye IPA,0.071,85,American IPA,16,Devil's Canyon Brewery,Belmont, CA
Full Boar Scotch Ale,0.074,12,Scotch Ale / Wee Heavy,16,Devil's Canyon Brewery,Belmont, CA
Sunsplash Golden Ale (2004),0.045,NA,American Blonde Ale,12,Stone Coast Brewing Company,Portland, ME
Northern Lights Amber Ale,0.05,15,American Amber / Red Ale,12,Broken Tooth Brewing Company,Anchorage, AK
Polar Pale Ale,0.052,17,American Pale Ale (APA),12,Broken Tooth Brewing Company,Anchorage, AK
Chugach Session Ale,0.048,NA,Cream Ale,12,Broken Tooth Brewing Company,Anchorage, AK
Fairweather IPA,0.061,64,American IPA,12,Broken Tooth Brewing Company,Anchorage, AK
Frankenlou's IPA,0.07,105,American IPA,16,Seven Brides Brewery,Silverton, OR
Becky's Black Cat Porter,0.07,55,American Porter,16,Seven Brides Brewery,Silverton, OR
Green Head IPA,0.072,NA,American IPA,12,Newburyport Brewing Company,Newburyport, MA
Plum Island Belgian White,0.054,NA,Witbier,12,Newburyport Brewing Company,Newburyport, MA
Newburyport Pale Ale,0.055,NA,American Pale Ale (APA),12,Newburyport Brewing Company,Newburyport, MA
Hop Abomination,0.066,100,American IPA,12,Dry Dock Brewing Company,Aurora, CO
Apricot Blonde,0.051,17,Fruit / Vegetable Beer,12,Dry Dock Brewing Company,Aurora, CO
Dry Dock Hefeweizen,0.043,12,Hefeweizen,12,Dry Dock Brewing Company,Aurora, CO
Dry Dock Amber Ale,0.058,49,American Amber / Red Ale,12,Dry Dock Brewing Company,Aurora, CO
THP White (2006),NA,NA,Witbier,12,Cans Bar and Canteen,Charlotte, NC
THP Amber (2006),NA,NA,American Amber / Red Ale,12,Cans Bar and Canteen,Charlotte, NC
THP Light (2006),NA,NA,American Blonde Ale,12,Cans Bar and Canteen,Charlotte, NC
THP Dark (2006),NA,NA,English Dark Mild Ale,12,Cans Bar and Canteen,Charlotte, NC
Special Amber,0.05,22,Vienna Lager,12,Sprecher Brewing Company,Glendale, WI
Special Amber,0.05,22,Vienna Lager,12,Sprecher Brewing Company,Glendale, WI
Mystical Stout,0.054,NA,Irish Dry Stout,16,Wildwood Brewing Company,Stevensville, MT
Bodacious Bock,0.075,NA,Bock,16,Wildwood Brewing Company,Stevensville, MT
Ambitious Lager,0.05,NA,Munich Helles Lager,16,Wildwood Brewing Company,Stevensville, MT
Tonganoxie Honey Wheat,0.044,22,American Pale Wheat Ale,12,High Noon Saloon And Brewery,Leavenworth, KS
Oregon Trail Unfiltered Raspberry Wheat,0.045,NA,Fruit / Vegetable Beer,12,High Noon Saloon And Brewery,Leavenworth, KS
Annie's Amber Ale,0.055,NA,American Amber / Red Ale,12,High Noon Saloon And Brewery,Leavenworth, KS
Woodchuck Amber Hard Cider,0.05,NA,Cider,12,Woodchuck Hard Cider,Middlebury, VT
Sea Dog Wild Blueberry Wheat Ale,0.047,NA,Fruit / Vegetable Beer,12,Sea Dog Brewing Company,Portland, ME
Gordon (2005),0.092,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
Ten Fidy Imperial Stout (2008),0.095,98,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
Ten Fidy Imperial Stout (2007),0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2008),0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2004),0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2003),0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2008),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2006),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2004),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2003),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2002),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Leroy (2005),0.052,NA,American Brown Ale,12,Oskar Blues Brewery,Lyons, CO
Gordon Beer (2006),0.087,60,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
Carolina Lighthouse (2007),0.04,NA,American Blonde Ale,12,Carolina Beer & Beverage,Mooresville, NC
Carolina Blonde (2006),0.05,NA,American Blonde Ale,12,Carolina Beer & Beverage,Mooresville, NC
Carolina Blonde Light (2005),0.035,NA,American Blonde Ale,12,Carolina Beer & Beverage,Mooresville, NC
Choc Beer (2003),0.04,9,American Dark Wheat Ale,12,Krebs Brewing Company (Pete's Pl...,Krebs, OK
T-6 Red Ale (2004),0.047,NA,American Amber / Red Ale,12,Warbird Brewing Company,Fort Wayne, IN
Full Moon Belgian White Ale,0.085,NA,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ
Desert Magic IPA,0.072,NA,American IPA,12,Mudshark Brewing Company,Lake Havasu City, AZ
Up River Light,0.042,NA,Light Lager,12,Mudshark Brewing Company,Lake Havasu City, AZ
Full Moon Belgian White Ale (2007),0.085,NA,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ
Dry Heat Hefeweizen (2006),0.055,NA,Hefeweizen,12,Mudshark Brewing Company,Lake Havasu City, AZ
Hopluia (2004),NA,NA,English India Pale Ale (IPA),16,Spilker Ales,Cortland, NE
Ace IPA,0.074,83,American IPA,16,Wingman Brewers,Tacoma, WA
P-51 Porter,0.08,31,American Porter,16,Wingman Brewers,Tacoma, WA
Cold Smoke Scotch Ale (2007),0.065,11,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT
Double Haul IPA (2009),0.065,65,American IPA,16,Kettle House Brewing Company,Missoula, MT
Double Haul IPA (2006),0.065,65,American IPA,16,Kettle House Brewing Company,Missoula, MT
Eddy Out Pale Ale,0.055,50,American Pale Ale (APA),16,Kettle House Brewing Company,Missoula, MT
Double Haul IPA,0.065,65,American IPA,16,Kettle House Brewing Company,Missoula, MT
Cold Smoke Scotch Ale,0.065,11,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT
Archer's Ale (2004),0.05,NA,English Pale Ale,12,Sherwood Forest Brewers,Marlborough, MA
Chester's Beer (2005),0.038,NA,American Pale Lager,12,Cottrell Brewing,Pawcatuck, CT
On-On Ale (2008),0.052,NA,American Pale Ale (APA),12,Arctic Craft Brewery,Colorado Springs, CO
Sweet Georgia Brown,0.054,NA,American Brown Ale,16,Monkey Paw Pub & Brewery,San Diego, CA
Rich Man's IIPA,0.087,NA,American Double / Imperial IPA,16,Monkey Paw Pub & Brewery,San Diego, CA
Monkey Paw Oatmeal Pale Ale,0.058,NA,American Pale Ale (APA),16,Monkey Paw Pub & Brewery,San Diego, CA
Trigger Blonde Ale,0.048,NA,American Blonde Ale,16,Crabtree Brewing Company,Greeley, CO
Crabtree Oatmeal Stout,0.075,29,Oatmeal Stout,16,Crabtree Brewing Company,Greeley, CO
Eclipse Black IPA,0.077,71,American Black Ale,16,Crabtree Brewing Company,Greeley, CO
Dottie Seattle Lager,0.049,25,American Amber / Red Lager,16,Emerald City Beer Company,Seattle, WA
Mucho Aloha Hawaiian Pale Ale,0.056,36,American Pale Ale (APA),12,Butcher's Brewing,Carlsbad, CA
Nut Brown Ale,0.054,NA,English Brown Ale,12,New South Brewing Company,Myrtle Beach, SC
White Ale,0.046,NA,Witbier,12,New South Brewing Company,Myrtle Beach, SC
Big River Pilsner,0.05,32,Czech Pilsener,12,Big River Brewing Company,Chattanooga, TN
House Brand IPA,0.06,55,American IPA,12,Big River Brewing Company,Chattanooga, TN
Hoppy Boy,0.062,65,American IPA,16,Twisted Pine Brewing Company,Boulder, CO
Snake Dog IPA,0.071,60,American IPA,12,Flying Dog Brewery,Frederick, MD
Underdog Atlantic Lager,0.047,28,American Pale Lager,12,Flying Dog Brewery,Frederick, MD
Scotty K NA,0.001,NA,Low Alcohol Beer,16,Uncommon Brewers,Santa Cruz, CA
Bacon Brown Ale,0.068,NA,American Brown Ale,16,Uncommon Brewers,Santa Cruz, CA
Golden State Ale,0.064,NA,Belgian Pale Ale,16,Uncommon Brewers,Santa Cruz, CA
Baltic Porter,0.078,NA,Baltic Porter,16,Uncommon Brewers,Santa Cruz, CA
Siamese twin,0.085,NA,Dubbel,16,Uncommon Brewers,Santa Cruz, CA
This Season's Blonde,0.056,27,American Blonde Ale,12,Aspen Brewing Company,Aspen, CO
Independence Pass Ale,0.07,67,American IPA,12,Aspen Brewing Company,Aspen, CO
Triangle India Pale Ale,0.057,NA,American IPA,12,Triangle Brewing Company,Durham, NC
Triangle White Ale,0.05,NA,Witbier,12,Triangle Brewing Company,Durham, NC
Triangle Belgian Golden Ale,0.08,NA,Belgian Strong Pale Ale,12,Triangle Brewing Company,Durham, NC
Bomb Lager (New Recipe),0.051,NA,Munich Helles Lager,12,Bomb Beer Company,New York, NY
Bomb Lager (Old Recipe),0.045,27,Munich Helles Lager,12,Bomb Beer Company,New York, NY
Churchkey Pilsner Style Beer,0.049,29,American Pilsner,12,Churchkey Can Company,Seattle, WA
Jon Boat Coastal Ale,0.045,20,American Blonde Ale,12,Intuition Ale Works,Jacksonville, FL
I-10 IPA,0.068,55,American IPA,12,Intuition Ale Works,Jacksonville, FL
People's Pale Ale,0.053,28,American Pale Ale (APA),12,Intuition Ale Works,Jacksonville, FL
Rocket Girl,0.032,27,Kölsch,12,Asheville Brewing Company,Asheville, NC
Ninja Porter,0.053,26,American Porter,12,Asheville Brewing Company,Asheville, NC
Shiva IPA,0.06,69,American IPA,12,Asheville Brewing Company,Asheville, NC
Walter's Premium Pilsener Beer,0.045,NA,German Pilsener,12,Northwoods Brewpub,Eau Claire, WI
Floppin' Crappie,0.045,NA,American Pale Wheat Ale,12,Northwoods Brewpub,Eau Claire, WI
Tour de Nez Belgian IPA (Current),0.08,NA,Belgian IPA,16,Buckbean Brewing Company,Reno, NV
Roler Bock (Current),NA,NA,Maibock / Helles Bock,16,Buckbean Brewing Company,Reno, NV
Black Adder IBA (Current),0.073,85,American Black Ale,16,Buckbean Brewing Company,Reno, NV
Very Noddy Lager (Current),0.099,NA,Schwarzbier,16,Buckbean Brewing Company,Reno, NV
Tule Duck Red Ale (Current),0.062,42,American Amber / Red Ale,16,Buckbean Brewing Company,Reno, NV
Original Orange Blossom Ale (Current),0.058,35,Herbed / Spiced Beer,16,Buckbean Brewing Company,Reno, NV
Black Noddy Lager (Current),0.052,40,Schwarzbier,16,Buckbean Brewing Company,Reno, NV
Dolores River Hefeweizen,NA,NA,Hefeweizen,16,Dolores River Brewery,Dolores, CO
Dolores River ESB,NA,NA,Extra Special / Strong Bitter (ESB),16,Dolores River Brewery,Dolores, CO
Snaggletooth Double Pale Ale,NA,NA,American Double / Imperial IPA,16,Dolores River Brewery,Dolores, CO
Dolores River Pale Ale,NA,NA,American Pale Ale (APA),16,Dolores River Brewery,Dolores, CO
Dolores River Dry Stout,NA,NA,Irish Dry Stout,16,Dolores River Brewery,Dolores, CO
Dolores River Mild,NA,NA,English Dark Mild Ale,16,Dolores River Brewery,Dolores, CO
Inclined Plane Ale,NA,NA,American IPA,12,Flat Rock Brewing Company,Smithton, PA
Jockamo IPA,0.065,52,American IPA,12,Abita Brewing Company,Abita Springs, LA
Purple Haze,0.042,13,Fruit / Vegetable Beer,12,Abita Brewing Company,Abita Springs, LA
Abita Amber,0.045,17,American Amber / Red Lager,12,Abita Brewing Company,Abita Springs, LA
High Country Pilsner (Current),0.042,NA,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes, CA
Epic IPA,0.065,NA,American IPA,12,Mammoth Brewing Company,Mammoth Lakes, CA
Golden Trout Pilsner,0.042,NA,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes, CA
Real McCoy Amber Ale (Current),0.045,NA,American Amber / Red Ale,12,Mammoth Brewing Company,Mammoth Lakes, CA
Great Falls Select Pale Ale,NA,NA,American Blonde Ale,12,Harvest Moon Brewing Company,Belt, MT
Beltian White,0.048,NA,Witbier,12,Harvest Moon Brewing Company,Belt, MT
White Water Wheat,0.05,NA,American Pale Wheat Ale,12,Grand Canyon Brewing Company,Williams, AZ
Grand Canyon American Pilsner,0.052,NA,American Pilsner,12,Grand Canyon Brewing Company,Williams, AZ
Grand Canyon Sunset Amber Ale,0.054,NA,American Amber / Red Ale,12,Grand Canyon Brewing Company,Williams, AZ
Black Iron India Pale Ale,NA,NA,American IPA,12,Grand Canyon Brewing Company,Williams, AZ
Yellowstone Golden Ale,0.051,NA,Kölsch,12,Lewis and Clark Brewing Company,Helena, MT
Tumbleweed IPA,0.057,NA,American IPA,12,Lewis and Clark Brewing Company,Helena, MT
Lewis & Clark Amber Ale,0.05,NA,American Amber / Red Ale,12,Lewis and Clark Brewing Company,Helena, MT
Miner's Gold Hefeweizen,0.05,NA,Hefeweizen,12,Lewis and Clark Brewing Company,Helena, MT
Back Country Scottish Ale,0.057,NA,Scottish Ale,12,Lewis and Clark Brewing Company,Helena, MT
Dundee Summer Wheat Beer,0.045,18,American Pale Wheat Ale,12,Dundee Brewing Company,Rochester, NY
Greenville Pale Ale,0.055,52,American Pale Ale (APA),12,Twin Lakes Brewing Company,Greenville, DE
Second Wind Pale Ale,0.05,NA,American Pale Ale (APA),12,Mother Earth Brewing Company,Kinston, NC
Sunny Haze,0.05,NA,Hefeweizen,12,Mother Earth Brewing Company,Kinston, NC
Sky High Rye,0.06,55,American Pale Ale (APA),12,Arcadia Brewing Company,Battle Creek, MI
Whitsun,0.062,17,American Pale Wheat Ale,12,Arcadia Brewing Company,Battle Creek, MI
